"Type","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Sale price","Regular price","Categories","Images","meta:badge_personnalise","meta:_pack_quantity","meta:_pack_parfums"
"simple","Khamrah (Khamrah) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>KHAMRAH</strong> est un parfum oriental gourmand d'une opulence chaleureuse et enivrante, inspiré du célèbre <em>Khamrah</em>. Son ouverture révèle des notes fruitées confites et épicées — abricot doré et cardamome — dans une chaleur orientale d'une richesse immédiatement captivante. Au cœur, la rose de Damas et le jasmin moelleux créent un accord floral oriental d'une féminité somptueuse. En fond, l'ambre crémeux, le musc musqué et le bois de oud posent une base chaude, voluptueuse et longuement persistante — un parfum enivrant comme un soir d'Orient.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/KHAMRAH.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/KHAMRAH-BOITE.jpg","(INSPIRÉ DE KHAMRAH)","0",""
"simple","Marshmallow (Marshmallow Blush) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>MARSHMALLOW</strong> est un parfum gourmand poudré d'une douceur aérienne et enveloppante, inspiré du célèbre <em>Marshmallow Blush</em>. Son ouverture déploie la fraise des champs sucrée et la framboise confisée dans un accord fruité gourmand d'une légèreté joyeuse. Au cœur, la rose poudrée et la vanille crémeuse s'unissent pour créer un accord floral sucré d'une douceur délicate et féminine. En fond, le musc blanc soyeux, le sucre perlé et le bois de cèdre léger posent un sillage doux, poudré et infiniment enveloppant — un parfum nuageux qui rappelle les douceurs de l'enfance.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/MARSHMALLOW.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/MARSHMALLOW-BOITE.jpg","(INSPIRÉ DE MARSHMALLOW BLUSH)","0",""
"simple","Africa United (Oud Maracuja Et One Million) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>AFRICA UNITED</strong> est un parfum oriental fruité d'une puissance solaire et envoûtante, inspiré des célèbres <em>Oud Maracuja</em> et <em>One Million</em>. Son ouverture explosive associe le fruit de la passion tropical et le pamplemousse doré dans une vivacité fruitée d'une richesse immédiatement saisissante. Au cœur, la rose de oud et la cannelle chaude créent un accord oriental épicé d'une profondeur luxueuse. En fond, l'ambre doré, le patchouli charnel et le musc cuir posent une base puissante et persistante — un parfum audacieux qui s'impose avec charme et magnificence.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/AFRICA-UNITED.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/AFRICA-UNITED-BOITE.jpg","(INSPIRÉ DE OUD MARACUJA ET ONE MILLION)","0",""
"simple","Tonka (Tonka) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>TONKA</strong> est un parfum gourmand boisé d'une chaleur douce et addictive, inspiré du célèbre <em>Tonka</em>. Son ouverture révèle la bergamote lumineuse et la cardamome épicée dans un accord frais qui se réchauffe progressivement. Au cœur, la fève tonka crémeuse et la vanille ambrée créent un accord gourmand d'une profondeur réconfortante et enveloppante. En fond, le santal crémeux, le musc blanc chaud et le bois de cèdre posent un sillage boisé et gourmand d'une persistance remarquable — un parfum cocooning qui invite au voyage intérieur.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/TONKA.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/TONKA-BOITE.jpg","(INSPIRÉ DE TONKA)","0",""
"simple","Gourmand (Sacred Bond Reinvented) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>GOURMAND</strong> est un parfum floral gourmand d'une complexité envoûtante et sacrée, inspiré du célèbre <em>Sacred Bond Reinvented</em>. Son ouverture révèle la bergamote pétillante et l'ylang-ylang floral dans un accord floral frais d'une séduction immédiate. Au cœur, la rose de Taïf et l'iris crémeux créent un bouquet floral d'une noblesse rare et précieuse. En fond, le musc blanc, la vanille sacrée et le bois de santal posent une base gourmande et spirituelle d'une persistance envoûtante — un parfum qui célèbre la beauté dans toute sa complexité.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/GOURMAND.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/GOURMAND-BOITE.jpg","(INSPIRÉ DE SACRED BOND REINVENTED)","0",""
"simple","Mystic Wood (Oud Cadenza) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>MYSTIC WOOD</strong> est un parfum boisé oriental d'une profondeur mystique et envoûtante, inspiré du célèbre <em>Oud Cadenza</em>. Son ouverture révèle le poivre rose et la bergamote dans un accord épicé d'une fraîcheur immédiatement saisissante. Au cœur, l'oud de qualité supérieure et la rose de Damas créent un accord boisé floral d'une richesse royale incomparable. En fond, le santal indien, l'encens sacré et le musc ambré posent une base mystérieuse et persistante — un parfum qui évoque les temples anciens et la majesté des bois sacrés.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/MYSTIC-WOOD.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/MYSTIC-WOOD-BOITE.jpg","(INSPIRÉ DE OUD CADENZA)","0",""
"simple","Influence (Scandal Pour Homme) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>INFLUENCE</strong> est un parfum aromatique gourmand d'une séduction masculine irrésistible, inspiré du célèbre <em>Scandal Pour Homme</em>. Son ouverture fraîche et lumineuse déploie le basilic aromatique et le gingembre piquant dans un accord d'une vitalité immédiatement communicative. Au cœur, la sauge et le géranium créent un accord aromatique d'une élégance masculine distincte et moderne. En fond, le miel boisé, le bois de cèdre et le patchouli posent une base chaude, gourmande et terriblement séduisante — un parfum qui influence et laisse une trace indélébile.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/INFLUENCE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/INFLUENCE-BOITE.jpg","(INSPIRÉ DE SCANDAL POUR HOMME)","0",""
"simple","Kirsh (Kirkè) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>KIRSH</strong> est un parfum fruité floral d'une féminité ensorcelante et lumineuse, inspiré du célèbre <em>Kirkè</em>. Son ouverture révèle la cerise noire juteuse et la prune mûre dans un accord fruité d'une sensualité immédiatement captivante. Au cœur, la rose sombre et le jasmin crémeux créent un accord floral d'une volupté envoûtante et précieuse. En fond, le musc ambré, la vanille boisée et le patchouli doux posent une base fruité-florale d'une persistance magique — un parfum ensorcelant comme les charmes de la mythologie.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/KIRSH.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/KIRSH-BOITE.jpg","(INSPIRÉ DE KIRKÈ)","0",""
"simple","Dream (Attrape-Rêves) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>DREAM</strong> est un parfum floral fruité d'une légèreté onirique et envoûtante, inspiré du célèbre <em>Attrape-Rêves</em>. Son ouverture aérienne révèle la poire fraîche et la bergamote lumineuse dans un accord fruité d'une légèreté immédiatement rêveuse. Au cœur, la rose délicate et la fleur de freesia créent un bouquet floral d'une féminité douce et lumineuse. En fond, le musc blanc aérien, le santal léger et la vanille subtile posent un sillage diaphane et persistant — un parfum comme un rêve que l'on voudrait ne jamais quitter.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/DREAM.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/DREAM-BOITE.jpg","(INSPIRÉ DE ATTRAPE-RÊVES)","0",""
"simple","Bourgeoise (Si) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>BOURGEOISE</strong> est un parfum floral chypré d'une élégance moderne et affirmée, inspiré du célèbre <em>Si</em>. Son ouverture révèle la framboise rose et la bergamote vive dans un accord fruité d'une fraîcheur immédiatement élégante. Au cœur, la rose de mai et l'iris délicat créent un accord floral d'une féminité raffinée et contemporaine. En fond, le patchouli chic, le musc blanc et la vanille délicate posent une base chyprée et soyeuse d'une élégance persistante — un parfum qui dit qui vous êtes sans jamais avoir besoin d'expliquer.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/BOURGEOISE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/BOURGEOISE-BOITE.jpg","(INSPIRÉ DE SI)","0",""
"simple","Musc Blanc (Musc Tahara) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>MUSC BLANC</strong> est un parfum musqué d'une pureté cristalline et d'une délicatesse infinie, inspiré du célèbre <em>Musc Tahara</em>. Son ouverture révèle des notes florales légères — fleur de coton et magnolia — dans une fraîcheur immédiate d'une pureté apaisante. Au cœur, le musc blanc aérien et la rose légère créent un accord d'une propreté lumineuse et rafraîchissante. En fond, le bois de cèdre léger, le musc de cachemire et la vanille délicate posent un sillage blanc, propre et infiniment séduisant — un parfum de pureté absolue porté par tous et toutes.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/MUSC-BLANC.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/MUSC-BLANC-BOITE.jpg","(INSPIRÉ DE MUSC TAHARA)","0",""
"simple","Blue Magic (Blue Magic) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>BLUE MAGIC</strong> est un parfum aquatique frais d'une vivacité électrisante et magnétique, inspiré du célèbre <em>Blue Magic</em>. Son ouverture déploie la menthe fraîche et l'eucalyptus vivifiant dans un accord aquatique d'une fraîcheur immédiatement revitalisante. Au cœur, le musc aquatique et la fleur marine créent un accord frais d'une légèreté aérienne et distinctive. En fond, le bois de cèdre blanc, l'ambre glacé et le musc sec posent une base fraîche et persistante — un parfum de vitalité pure qui éveille les sens à chaque respiration.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/BLUE-MAGIC.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/BLUE-MAGIC-BOITE.jpg","(INSPIRÉ DE BLUE MAGIC)","0",""
"simple","Cherry (Lost Cherry) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>CHERRY</strong> est un parfum fruité oriental d'une sensualité gourmande et addictive, inspiré du célèbre <em>Lost Cherry</em>. Son ouverture éclate de cerise noire juteuse et d'alcool de kirsch dans une gourmandise fruitée d'une intensité immédiatement captivante. Au cœur, la rose sombre et le benjoin crémeux créent un accord floral-gourmand d'une sensualité veloutée et profonde. En fond, le bois de santal, la vanille ambrée et le musc poudré posent une base chaude et addictive — un parfum fruité d'une beauté troublante et inoubliable.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/CHERRY.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/CHERRY-BOITE.jpg","(INSPIRÉ DE LOST CHERRY)","0",""
"simple","Princesse D'Arabie (Ameerat Al Arab) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>PRINCESSE D'ARABIE</strong> est un parfum oriental floral d'une opulence royale et envoûtante, inspiré du célèbre <em>Ameerat Al Arab</em>. Son ouverture somptueuse révèle une rose de velours majestueuse et un safran doré dans une chaleur orientale d'une richesse immédiatement captivante. Au cœur, l'oud précieux et le jasmin blanc s'unissent pour créer un accord floral oriental d'une profondeur royale incomparable. En fond, l'ambre chaud, la vanille crémeuse et le musc royal posent un voile somptueux et persistant — un parfum princier digne des plus grands palais d'Orient.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/PRINCESSE-D-ARABIE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/PRINCESSE-D-ARABIE-BOITE.jpg","(INSPIRÉ DE AMEERAT AL ARAB)","0",""
"simple","Azur (Bleu) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>AZUR</strong> est un parfum boisé aromatique d'une fraîcheur raffinée et masculine, inspiré du célèbre <em>Bleu</em>. Son ouverture lumineuse déploie la bergamote de Calabre et le pamplemousse frais dans un accord agrumé d'une vivacité immédiatement saisissante. Au cœur, le gingembre épicé et le jasmin floral créent un accord aromatique d'une élégance masculine moderne et distinctive. En fond, le bois de cèdre blanc, le santal laiteux et le musc propre posent une base boisée d'une sophistication intemporelle — un parfum d'homme libre qui trace son propre chemin.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/AZUR.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/AZUR-BOITE.jpg","(INSPIRÉ DE BLEU)","0",""
"simple","Bois Intense (Bois D'Argent) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>BOIS INTENSE</strong> est un parfum boisé poudré d'une élégance lumineuse et intemporelle, inspiré du célèbre <em>Bois d'Argent</em>. Son ouverture déploie l'iris givré et le miel lumineux dans un accord floral boisé d'une délicatesse raffinée. Au cœur, le bois de santal argenté et l'héliotrope crémeux créent une profondeur boisée d'une douceur lumineuse et distinctive. En fond, le patchouli discret, le musc blanc et le bois de cèdre diffusent un sillage boisé et persistant d'une élégance absolue — un parfum précieux aux nuances d'argent et de lumière.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/BOIS-INTENSE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/BOIS-INTENSE-BOITE.jpg","(INSPIRÉ DE BOIS D'ARGENT)","0",""
"simple","Yara Intense (Yara) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>YARA INTENSE</strong> est un parfum floral fruité d'une féminité lumineuse et envoûtante, inspiré du célèbre <em>Yara</em>. Son ouverture révèle la fraise gorgée de soleil et la framboise acidulée dans un accord fruité d'une fraîcheur immédiatement réjouissante. Au cœur, la rose de Damas opulente et le jasmin délicat créent un bouquet floral d'une féminité douce et lumineuse. En fond, le musc rose, la vanille crémeuse et le bois de santal posent un sillage floral et persistant d'une douceur addictive — un parfum rayonnant qui capte la lumière à chaque mouvement.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/YARA-INTENSE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/YARA-INTENSE-BOITE.jpg","(INSPIRÉ DE YARA)","0",""
"simple","Savane (Sauvage) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>SAVANE</strong> est un parfum aromatique boisé d'une fraîcheur sauvage et virile, inspiré du célèbre <em>Sauvage</em>. Son ouverture explosive déploie la bergamote de Calabre lumineuse et le poivre de Sichuan piquant dans une fraîcheur aromatique d'une énergie sauvage immédiatement saisissante. Au cœur, la lavande bleue et le géranium frais créent un accord aromatique d'une élégance masculine distinctive. En fond, le patchouli charnel, l'ambroxan puissant et le vétiver fumé posent une base boisée d'une sensualité magnétique — un parfum de liberté absolue pour l'homme qui n'a de comptes à rendre à personne.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/SAVANE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/SAVANE-BOITE.jpg","(INSPIRÉ DE SAUVAGE)","0",""
"simple","Rouge (Rouge Trafalgar) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>ROUGE</strong> est un parfum floral rouge d'une intensité passionnée et envoûtante, inspiré du célèbre <em>Rouge Trafalgar</em>. Son ouverture révèle la groseille éclatante et la framboise rouge vif dans un accord fruité d'une intensité immédiatement lumineuse. Au cœur, la rose rouge veloutée et le jasmin blanc créent un accord floral d'une romantisme ardent et sensuel. En fond, le musc rosé, le bois de santal chaud et la vanille ambrée posent une base florale et persistante d'une passion ardente — un parfum rouge sang fait pour les âmes passionnées.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/ROUGE.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/ROUGE-BOITE.jpg","(INSPIRÉ DE ROUGE TRAFALGAR)","0",""
"simple","Money (1 Million Parfum) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>MONEY</strong> est un parfum oriental épicé d'une richesse dorée et séduisante, inspiré du célèbre <em>1 Million Parfum</em>. Son ouverture explosive révèle le pamplemousse doré et la cannelle épicée dans un accord fruité épicé d'une vivacité immédiatement saisissante. Au cœur, la rose et le jasmin floral créent un accord d'une sophistication chaude et masculine. En fond, l'ambre doré, le cuir luxueux et le patchouli posent une base orientale d'une richesse incomparable — un parfum d'or massif qui impose respect et admiration à chaque seconde.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/MONEY.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/MONEY-BOITE.jpg","(INSPIRÉ DE 1 MILLION PARFUM)","0",""
"simple","Erba (Erba Pura) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>ERBA</strong> est un parfum fruité musqué d'une fraîcheur méditerranéenne et lumineuse, inspiré du célèbre <em>Erba Pura</em>. Son ouverture révèle la mandarine sicilienne gorgée de soleil et l'ananas tropical juteux dans une explosion fruitée d'une vivacité solaire immédiatement réjouissante. Au cœur, la fleur d'oranger et la fleur de cerisier créent un accord floral léger d'une féminité fraîche et aérienne. En fond, le musc blanc pur, le santal crémeux et l'ambre lumineux diffusent un sillage doux, frais et persistant — un parfum méditerranéen qui rappelle les terrasses ensoleillées au bord de la mer.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/ERBA.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/ERBA-BOITE.jpg","(INSPIRÉ DE ERBA PURA)","0",""
"simple","Inv (Invictus) Collection Privée L'intense","1","0","visible","<div style=""color:#1a1a1a;line-height:1.7;""><strong>INV</strong> est un parfum aquatique boisé d'une puissance sportive et triomphante, inspiré du célèbre <em>Invictus</em>. Son ouverture déploie le pamplemousse éclatant et la mandarine marine dans un accord frais et agrumé d'une énergie immédiatement triomphante. Au cœur, la laurier noble et la jasmin aquatique créent un accord d'une élégance sportive et distinctive. En fond, le guaïac fumé, le vétiver sec et le musc ambré posent une base boisée et puissante d'une persistance remarquable — un parfum de vainqueur pour celui qui ne connaît pas la défaite.</div>","","8.99","12.99","","https://www.collectionloriginal.com/wp-content/uploads/2026/03/INV.jpg, https://www.collectionloriginal.com/wp-content/uploads/2026/03/INV-BOITE.jpg","(INSPIRÉ DE INVICTUS)","0",""
